trip_id,date,route_id,route_name,bus_id,capacity,passengers_on_board,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,scheduled_travel_min,actual_travel_min,delay_min,occupancy_rate
R5_20251021_1915,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS106,55,47,2025-10-21T19:15:00,2025-10-21T19:15:00,2025-10-21T19:40:00,2025-10-21T19:51:00,25,36,11,0.855
R5_20251021_1935,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS117,50,35,2025-10-21T19:35:00,2025-10-21T19:35:00,2025-10-21T20:00:00,2025-10-21T20:14:00,25,39,14,0.7
R5_20251021_1955,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS121,45,45,2025-10-21T19:55:00,2025-10-21T19:56:00,2025-10-21T20:20:00,2025-10-21T20:22:00,25,29,2,1
R5_20251021_2015,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS108,55,11,2025-10-21T20:15:00,2025-10-21T20:25:00,2025-10-21T20:40:00,2025-10-21T20:43:00,25,30,3,0.2
R5_20251021_2035,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS105,45,11,2025-10-21T20:35:00,2025-10-21T20:35:00,2025-10-21T21:00:00,2025-10-21T21:01:00,25,28,1,0.244
R5_20251021_2055,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS100,45,13,2025-10-21T20:55:00,2025-10-21T20:55:00,2025-10-21T21:20:00,2025-10-21T21:22:00,25,28,2,0.289
R5_20251021_2120,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS123,45,8,2025-10-21T21:20:00,2025-10-21T21:24:00,2025-10-21T21:45:00,2025-10-21T21:51:00,25,29,6,0.178
R5_20251021_2135,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS113,55,11,2025-10-21T21:35:00,2025-10-21T21:35:00,2025-10-21T22:00:00,2025-10-21T22:07:00,25,30,7,0.2
R5_20251021_2155,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS103,50,12,2025-10-21T21:55:00,2025-10-21T21:55:00,2025-10-21T22:20:00,2025-10-21T22:21:00,25,26,1,0.24
R5_20251021_2215,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS121,55,7,2025-10-21T22:15:00,2025-10-21T22:16:00,2025-10-21T22:40:00,2025-10-21T22:46:00,25,29,6,0.127
R5_20251021_2230,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS114,45,13,2025-10-21T22:30:00,2025-10-21T22:38:00,2025-10-21T22:55:00,2025-10-21T23:00:00,25,29,5,0.289
R5_20251021_2250,10/21/2025,R5,Colombo ⇄ Nugegoda,BUS121,50,9,2025-10-21T22:50:00,2025-10-21T22:51:00,2025-10-21T23:15:00,2025-10-21T23:15:00,25,25,0,0.18
R1_20251022_0500,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS115,50,8,2025-10-22T05:00:00,2025-10-22T05:05:00,2025-10-22T05:35:00,2025-10-22T05:40:00,35,37,5,0.16
R1_20251022_0520,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS120,45,7,2025-10-22T05:20:00,2025-10-22T05:21:00,2025-10-22T05:55:00,2025-10-22T05:55:00,35,35,0,0.156
R1_20251022_0535,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS110,45,9,2025-10-22T05:35:00,2025-10-22T05:35:00,2025-10-22T06:10:00,2025-10-22T06:14:00,35,39,4,0.2
R1_20251022_0555,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS114,50,13,2025-10-22T05:55:00,2025-10-22T05:55:00,2025-10-22T06:30:00,2025-10-22T06:36:00,35,38,6,0.26
R1_20251022_0615,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS115,55,37,2025-10-22T06:15:00,2025-10-22T06:15:00,2025-10-22T06:50:00,2025-10-22T06:55:00,35,37,5,0.673
R1_20251022_0640,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS116,55,40,2025-10-22T06:40:00,2025-10-22T06:46:00,2025-10-22T07:15:00,2025-10-22T07:21:00,35,38,6,0.727
R1_20251022_0700,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS107,50,31,2025-10-22T07:00:00,2025-10-22T07:00:00,2025-10-22T07:35:00,2025-10-22T07:50:00,35,50,15,0.62
R1_20251022_0720,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS124,55,48,2025-10-22T07:20:00,2025-10-22T07:24:00,2025-10-22T07:55:00,2025-10-22T08:07:00,35,43,12,0.873
R1_20251022_0745,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS117,55,36,2025-10-22T07:45:00,2025-10-22T07:49:00,2025-10-22T08:20:00,2025-10-22T08:29:00,35,45,9,0.655
R1_20251022_0800,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS103,50,25,2025-10-22T08:00:00,2025-10-22T08:00:00,2025-10-22T08:35:00,2025-10-22T08:43:00,35,40,8,0.5
R1_20251022_0815,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS106,55,31,2025-10-22T08:15:00,2025-10-22T08:21:00,2025-10-22T08:50:00,2025-10-22T09:07:00,35,50,17,0.564
R1_20251022_0830,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS114,55,35,2025-10-22T08:30:00,2025-10-22T08:30:00,2025-10-22T09:05:00,2025-10-22T09:08:00,35,37,3,0.636
R1_20251022_0850,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS117,50,46,2025-10-22T08:50:00,2025-10-22T08:50:00,2025-10-22T09:25:00,2025-10-22T09:28:00,35,39,3,0.92
R1_20251022_0910,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS103,50,50,2025-10-22T09:10:00,2025-10-22T09:10:00,2025-10-22T09:45:00,2025-10-22T09:49:00,35,42,4,1
R1_20251022_0925,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS119,55,40,2025-10-22T09:25:00,2025-10-22T09:34:00,2025-10-22T10:00:00,2025-10-22T10:04:00,35,39,4,0.727
R1_20251022_0940,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS119,55,41,2025-10-22T09:40:00,2025-10-22T09:40:00,2025-10-22T10:15:00,2025-10-22T10:30:00,35,47,15,0.745
R1_20251022_1005,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS122,55,26,2025-10-22T10:05:00,2025-10-22T10:08:00,2025-10-22T10:40:00,2025-10-22T10:45:00,35,36,5,0.473
R1_20251022_1025,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS122,55,24,2025-10-22T10:25:00,2025-10-22T10:26:00,2025-10-22T11:00:00,2025-10-22T11:04:00,35,39,4,0.436
R1_20251022_1045,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS124,50,13,2025-10-22T10:45:00,2025-10-22T10:51:00,2025-10-22T11:20:00,2025-10-22T11:21:00,35,36,1,0.26
R1_20251022_1110,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS113,45,10,2025-10-22T11:10:00,2025-10-22T11:11:00,2025-10-22T11:45:00,2025-10-22T11:50:00,35,39,5,0.222
R1_20251022_1130,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS108,45,27,2025-10-22T11:30:00,2025-10-22T11:32:00,2025-10-22T12:05:00,2025-10-22T12:08:00,35,37,3,0.6
R1_20251022_1150,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS111,50,16,2025-10-22T11:50:00,2025-10-22T11:55:00,2025-10-22T12:25:00,2025-10-22T12:31:00,35,41,6,0.32
R1_20251022_1205,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS107,55,21,2025-10-22T12:05:00,2025-10-22T12:05:00,2025-10-22T12:40:00,2025-10-22T12:45:00,35,36,5,0.382
R1_20251022_1230,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS117,45,17,2025-10-22T12:30:00,2025-10-22T12:32:00,2025-10-22T13:05:00,2025-10-22T13:09:00,35,39,4,0.378
R1_20251022_1245,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS107,55,17,2025-10-22T12:45:00,2025-10-22T12:47:00,2025-10-22T13:20:00,2025-10-22T13:20:00,35,35,0,0.309
R1_20251022_1305,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS109,50,14,2025-10-22T13:05:00,2025-10-22T13:11:00,2025-10-22T13:40:00,2025-10-22T13:45:00,35,40,5,0.28
R1_20251022_1325,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS112,45,14,2025-10-22T13:25:00,2025-10-22T13:29:00,2025-10-22T14:00:00,2025-10-22T14:07:00,35,39,7,0.311
R1_20251022_1345,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS101,45,24,2025-10-22T13:45:00,2025-10-22T13:45:00,2025-10-22T14:20:00,2025-10-22T14:26:00,35,40,6,0.533
R1_20251022_1410,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS115,55,18,2025-10-22T14:10:00,2025-10-22T14:11:00,2025-10-22T14:45:00,2025-10-22T14:47:00,35,39,2,0.327
R1_20251022_1430,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS113,55,18,2025-10-22T14:30:00,2025-10-22T14:31:00,2025-10-22T15:05:00,2025-10-22T15:08:00,35,38,3,0.327
R1_20251022_1455,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS110,50,16,2025-10-22T14:55:00,2025-10-22T14:55:00,2025-10-22T15:30:00,2025-10-22T15:37:00,35,42,7,0.32
R1_20251022_1515,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS103,55,16,2025-10-22T15:15:00,2025-10-22T15:18:00,2025-10-22T15:50:00,2025-10-22T15:52:00,35,37,2,0.291
R1_20251022_1535,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS101,55,23,2025-10-22T15:35:00,2025-10-22T15:37:00,2025-10-22T16:10:00,2025-10-22T16:11:00,35,36,1,0.418
R1_20251022_1555,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS116,50,28,2025-10-22T15:55:00,2025-10-22T15:56:00,2025-10-22T16:30:00,2025-10-22T16:30:00,35,35,0,0.56
R1_20251022_1615,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS110,55,10,2025-10-22T16:15:00,2025-10-22T16:22:00,2025-10-22T16:50:00,2025-10-22T16:53:00,35,38,3,0.182
R1_20251022_1635,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS121,55,9,2025-10-22T16:35:00,2025-10-22T16:35:00,2025-10-22T17:10:00,2025-10-22T17:13:00,35,38,3,0.164
R1_20251022_1650,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS120,45,9,2025-10-22T16:50:00,2025-10-22T16:50:00,2025-10-22T17:25:00,2025-10-22T17:27:00,35,36,2,0.2
R1_20251022_1715,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS117,45,45,2025-10-22T17:15:00,2025-10-22T17:16:00,2025-10-22T17:50:00,2025-10-22T17:54:00,35,40,4,1
R1_20251022_1730,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS113,50,50,2025-10-22T17:30:00,2025-10-22T17:30:00,2025-10-22T18:05:00,2025-10-22T18:13:00,35,43,8,1
R1_20251022_1750,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS122,45,32,2025-10-22T17:50:00,2025-10-22T17:54:00,2025-10-22T18:25:00,2025-10-22T18:29:00,35,41,4,0.711
R1_20251022_1810,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS109,50,29,2025-10-22T18:10:00,2025-10-22T18:13:00,2025-10-22T18:45:00,2025-10-22T19:00:00,35,49,15,0.58
R1_20251022_1835,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS120,45,45,2025-10-22T18:35:00,2025-10-22T18:42:00,2025-10-22T19:10:00,2025-10-22T19:20:00,35,39,10,1
R1_20251022_1900,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS100,55,49,2025-10-22T19:00:00,2025-10-22T19:05:00,2025-10-22T19:35:00,2025-10-22T19:43:00,35,41,8,0.891
R1_20251022_1920,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS109,45,45,2025-10-22T19:20:00,2025-10-22T19:20:00,2025-10-22T19:55:00,2025-10-22T20:02:00,35,43,7,1
R1_20251022_1940,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS105,45,45,2025-10-22T19:40:00,2025-10-22T19:42:00,2025-10-22T20:15:00,2025-10-22T20:34:00,35,53,19,1
R1_20251022_1955,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS120,55,24,2025-10-22T19:55:00,2025-10-22T19:58:00,2025-10-22T20:30:00,2025-10-22T20:44:00,35,50,14,0.436
R1_20251022_2010,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS110,50,12,2025-10-22T20:10:00,2025-10-22T20:15:00,2025-10-22T20:45:00,2025-10-22T20:53:00,35,41,8,0.24
R1_20251022_2025,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS110,55,8,2025-10-22T20:25:00,2025-10-22T20:25:00,2025-10-22T21:00:00,2025-10-22T21:04:00,35,38,4,0.145
R1_20251022_2050,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS113,45,11,2025-10-22T20:50:00,2025-10-22T20:52:00,2025-10-22T21:25:00,2025-10-22T21:33:00,35,38,8,0.244
R1_20251022_2110,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS121,55,11,2025-10-22T21:10:00,2025-10-22T21:14:00,2025-10-22T21:45:00,2025-10-22T21:46:00,35,37,1,0.2
R1_20251022_2125,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS117,45,11,2025-10-22T21:25:00,2025-10-22T21:30:00,2025-10-22T22:00:00,2025-10-22T22:05:00,35,41,5,0.244
R1_20251022_2150,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS123,55,12,2025-10-22T21:50:00,2025-10-22T21:52:00,2025-10-22T22:25:00,2025-10-22T22:32:00,35,38,7,0.218
R1_20251022_2210,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS118,55,7,2025-10-22T22:10:00,2025-10-22T22:15:00,2025-10-22T22:45:00,2025-10-22T22:49:00,35,39,4,0.127
R1_20251022_2225,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS120,45,7,2025-10-22T22:25:00,2025-10-22T22:28:00,2025-10-22T23:00:00,2025-10-22T23:03:00,35,37,3,0.156
R1_20251022_2250,10/22/2025,R1,Colombo-Pettah ⇄ Kaduwela,BUS104,50,8,2025-10-22T22:50:00,2025-10-22T22:51:00,2025-10-22T23:25:00,2025-10-22T23:28:00,35,37,3,0.16
R2_20251022_0500,10/22/2025,R2,Colombo ⇄ Negombo,BUS124,55,16,2025-10-22T05:00:00,2025-10-22T05:03:00,2025-10-22T06:00:00,2025-10-22T06:03:00,60,63,3,0.291
R2_20251022_0530,10/22/2025,R2,Colombo ⇄ Negombo,BUS123,55,7,2025-10-22T05:30:00,2025-10-22T05:32:00,2025-10-22T06:30:00,2025-10-22T06:37:00,60,64,7,0.127
R2_20251022_0600,10/22/2025,R2,Colombo ⇄ Negombo,BUS121,45,43,2025-10-22T06:00:00,2025-10-22T06:01:00,2025-10-22T07:00:00,2025-10-22T07:00:00,60,62,0,0.956
R2_20251022_0630,10/22/2025,R2,Colombo ⇄ Negombo,BUS101,55,32,2025-10-22T06:30:00,2025-10-22T06:30:00,2025-10-22T07:30:00,2025-10-22T07:35:00,60,65,5,0.582
R2_20251022_0700,10/22/2025,R2,Colombo ⇄ Negombo,BUS112,55,33,2025-10-22T07:00:00,2025-10-22T07:04:00,2025-10-22T08:00:00,2025-10-22T08:04:00,60,63,4,0.6
R2_20251022_0735,10/22/2025,R2,Colombo ⇄ Negombo,BUS112,45,30,2025-10-22T07:35:00,2025-10-22T07:39:00,2025-10-22T08:35:00,2025-10-22T08:42:00,60,67,7,0.667
R2_20251022_0805,10/22/2025,R2,Colombo ⇄ Negombo,BUS114,45,41,2025-10-22T08:05:00,2025-10-22T08:10:00,2025-10-22T09:05:00,2025-10-22T09:13:00,60,69,8,0.911
R2_20251022_0835,10/22/2025,R2,Colombo ⇄ Negombo,BUS111,55,38,2025-10-22T08:35:00,2025-10-22T08:37:00,2025-10-22T09:35:00,2025-10-22T09:46:00,60,65,11,0.691
R2_20251022_0900,10/22/2025,R2,Colombo ⇄ Negombo,BUS115,45,28,2025-10-22T09:00:00,2025-10-22T09:00:00,2025-10-22T10:00:00,2025-10-22T10:01:00,60,61,1,0.622
R2_20251022_0930,10/22/2025,R2,Colombo ⇄ Negombo,BUS118,55,47,2025-10-22T09:30:00,2025-10-22T09:35:00,2025-10-22T10:30:00,2025-10-22T10:44:00,60,74,14,0.855
R2_20251022_1000,10/22/2025,R2,Colombo ⇄ Negombo,BUS116,50,21,2025-10-22T10:00:00,2025-10-22T10:00:00,2025-10-22T11:00:00,2025-10-22T11:05:00,60,60,5,0.42
R2_20251022_1035,10/22/2025,R2,Colombo ⇄ Negombo,BUS102,45,5,2025-10-22T10:35:00,2025-10-22T10:38:00,2025-10-22T11:35:00,2025-10-22T11:39:00,60,65,4,0.111
R2_20251022_1105,10/22/2025,R2,Colombo ⇄ Negombo,BUS119,55,14,2025-10-22T11:05:00,2025-10-22T11:06:00,2025-10-22T12:05:00,2025-10-22T12:06:00,60,61,1,0.255
R2_20251022_1135,10/22/2025,R2,Colombo ⇄ Negombo,BUS107,50,18,2025-10-22T11:35:00,2025-10-22T11:38:00,2025-10-22T12:35:00,2025-10-22T12:44:00,60,63,9,0.36
R2_20251022_1205,10/22/2025,R2,Colombo ⇄ Negombo,BUS119,45,19,2025-10-22T12:05:00,2025-10-22T12:12:00,2025-10-22T13:05:00,2025-10-22T13:09:00,60,64,4,0.422
R2_20251022_1235,10/22/2025,R2,Colombo ⇄ Negombo,BUS102,50,14,2025-10-22T12:35:00,2025-10-22T12:36:00,2025-10-22T13:35:00,2025-10-22T13:35:00,60,62,0,0.28
R2_20251022_1300,10/22/2025,R2,Colombo ⇄ Negombo,BUS116,50,17,2025-10-22T13:00:00,2025-10-22T13:02:00,2025-10-22T14:00:00,2025-10-22T14:02:00,60,62,2,0.34
R2_20251022_1325,10/22/2025,R2,Colombo ⇄ Negombo,BUS124,50,14,2025-10-22T13:25:00,2025-10-22T13:31:00,2025-10-22T14:25:00,2025-10-22T14:30:00,60,65,5,0.28
R2_20251022_1400,10/22/2025,R2,Colombo ⇄ Negombo,BUS115,45,17,2025-10-22T14:00:00,2025-10-22T14:01:00,2025-10-22T15:00:00,2025-10-22T15:03:00,60,63,3,0.378
R2_20251022_1435,10/22/2025,R2,Colombo ⇄ Negombo,BUS106,45,17,2025-10-22T14:35:00,2025-10-22T14:35:00,2025-10-22T15:35:00,2025-10-22T15:35:00,60,62,0,0.378
R2_20251022_1510,10/22/2025,R2,Colombo ⇄ Negombo,BUS113,50,20,2025-10-22T15:10:00,2025-10-22T15:13:00,2025-10-22T16:10:00,2025-10-22T16:14:00,60,64,4,0.4
R2_20251022_1535,10/22/2025,R2,Colombo ⇄ Negombo,BUS118,50,8,2025-10-22T15:35:00,2025-10-22T15:35:00,2025-10-22T16:35:00,2025-10-22T16:37:00,60,60,2,0.16
R2_20251022_1605,10/22/2025,R2,Colombo ⇄ Negombo,BUS111,55,8,2025-10-22T16:05:00,2025-10-22T16:06:00,2025-10-22T17:05:00,2025-10-22T17:06:00,60,62,1,0.145
R2_20251022_1630,10/22/2025,R2,Colombo ⇄ Negombo,BUS123,45,12,2025-10-22T16:30:00,2025-10-22T16:31:00,2025-10-22T17:30:00,2025-10-22T17:30:00,60,60,0,0.267
R2_20251022_1700,10/22/2025,R2,Colombo ⇄ Negombo,BUS116,50,38,2025-10-22T17:00:00,2025-10-22T17:00:00,2025-10-22T18:00:00,2025-10-22T18:10:00,60,70,10,0.76
R2_20251022_1730,10/22/2025,R2,Colombo ⇄ Negombo,BUS105,50,46,2025-10-22T17:30:00,2025-10-22T17:33:00,2025-10-22T18:30:00,2025-10-22T18:38:00,60,68,8,0.92
R2_20251022_1800,10/22/2025,R2,Colombo ⇄ Negombo,BUS108,45,39,2025-10-22T18:00:00,2025-10-22T18:04:00,2025-10-22T19:00:00,2025-10-22T19:03:00,60,63,3,0.867
R2_20251022_1825,10/22/2025,R2,Colombo ⇄ Negombo,BUS119,55,27,2025-10-22T18:25:00,2025-10-22T18:25:00,2025-10-22T19:25:00,2025-10-22T19:31:00,60,67,6,0.491
R2_20251022_1850,10/22/2025,R2,Colombo ⇄ Negombo,BUS100,45,30,2025-10-22T18:50:00,2025-10-22T18:50:00,2025-10-22T19:50:00,2025-10-22T20:04:00,60,74,14,0.667
R2_20251022_1920,10/22/2025,R2,Colombo ⇄ Negombo,BUS119,45,40,2025-10-22T19:20:00,2025-10-22T19:20:00,2025-10-22T20:20:00,2025-10-22T20:23:00,60,64,3,0.889
R2_20251022_1945,10/22/2025,R2,Colombo ⇄ Negombo,BUS111,55,49,2025-10-22T19:45:00,2025-10-22T19:49:00,2025-10-22T20:45:00,2025-10-22T20:47:00,60,62,2,0.891
R2_20251022_2015,10/22/2025,R2,Colombo ⇄ Negombo,BUS102,55,8,2025-10-22T20:15:00,2025-10-22T20:19:00,2025-10-22T21:15:00,2025-10-22T21:21:00,60,67,6,0.145
R2_20251022_2045,10/22/2025,R2,Colombo ⇄ Negombo,BUS114,50,9,2025-10-22T20:45:00,2025-10-22T20:45:00,2025-10-22T21:45:00,2025-10-22T21:46:00,60,61,1,0.18
R2_20251022_2115,10/22/2025,R2,Colombo ⇄ Negombo,BUS116,50,9,2025-10-22T21:15:00,2025-10-22T21:15:00,2025-10-22T22:15:00,2025-10-22T22:18:00,60,63,3,0.18
R2_20251022_2150,10/22/2025,R2,Colombo ⇄ Negombo,BUS122,50,8,2025-10-22T21:50:00,2025-10-22T21:51:00,2025-10-22T22:50:00,2025-10-22T22:56:00,60,65,6,0.16
R2_20251022_2215,10/22/2025,R2,Colombo ⇄ Negombo,BUS121,50,13,2025-10-22T22:15:00,2025-10-22T22:15:00,2025-10-22T23:15:00,2025-10-22T23:16:00,60,60,1,0.26
R2_20251022_2245,10/22/2025,R2,Colombo ⇄ Negombo,BUS121,55,12,2025-10-22T22:45:00,2025-10-22T22:49:00,2025-10-22T23:45:00,2025-10-22T23:52:00,60,63,7,0.218
R3_20251022_0500,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS122,50,10,2025-10-22T05:00:00,2025-10-22T05:00:00,2025-10-22T05:45:00,2025-10-22T05:48:00,45,52,3,0.2
R3_20251022_0525,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS110,50,12,2025-10-22T05:25:00,2025-10-22T05:30:00,2025-10-22T06:10:00,2025-10-22T06:16:00,45,51,6,0.24
R3_20251022_0555,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS115,55,11,2025-10-22T05:55:00,2025-10-22T05:58:00,2025-10-22T06:40:00,2025-10-22T06:46:00,45,51,6,0.2
R3_20251022_0630,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS104,45,45,2025-10-22T06:30:00,2025-10-22T06:32:00,2025-10-22T07:15:00,2025-10-22T07:22:00,45,48,7,1
R3_20251022_0700,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS124,55,55,2025-10-22T07:00:00,2025-10-22T07:00:00,2025-10-22T07:45:00,2025-10-22T07:52:00,45,53,7,1
R3_20251022_0735,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS115,45,27,2025-10-22T07:35:00,2025-10-22T07:36:00,2025-10-22T08:20:00,2025-10-22T08:39:00,45,65,19,0.6
R3_20251022_0805,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS101,55,43,2025-10-22T08:05:00,2025-10-22T08:05:00,2025-10-22T08:50:00,2025-10-22T08:52:00,45,47,2,0.782
R3_20251022_0835,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS114,45,45,2025-10-22T08:35:00,2025-10-22T08:35:00,2025-10-22T09:20:00,2025-10-22T09:26:00,45,51,6,1
R3_20251022_0905,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS112,55,47,2025-10-22T09:05:00,2025-10-22T09:08:00,2025-10-22T09:50:00,2025-10-22T10:00:00,45,55,10,0.855
R3_20251022_0940,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS111,45,45,2025-10-22T09:40:00,2025-10-22T09:42:00,2025-10-22T10:25:00,2025-10-22T10:29:00,45,49,4,1
R3_20251022_1005,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS108,50,21,2025-10-22T10:05:00,2025-10-22T10:05:00,2025-10-22T10:50:00,2025-10-22T10:53:00,45,49,3,0.42
R3_20251022_1035,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS117,50,22,2025-10-22T10:35:00,2025-10-22T10:35:00,2025-10-22T11:20:00,2025-10-22T11:25:00,45,48,5,0.44
R3_20251022_1100,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS100,45,17,2025-10-22T11:00:00,2025-10-22T11:05:00,2025-10-22T11:45:00,2025-10-22T11:48:00,45,48,3,0.378
R3_20251022_1125,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS109,50,19,2025-10-22T11:25:00,2025-10-22T11:25:00,2025-10-22T12:10:00,2025-10-22T12:10:00,45,46,0,0.38
R3_20251022_1155,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS106,50,13,2025-10-22T11:55:00,2025-10-22T11:55:00,2025-10-22T12:40:00,2025-10-22T12:44:00,45,48,4,0.26
R3_20251022_1230,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS111,45,24,2025-10-22T12:30:00,2025-10-22T12:33:00,2025-10-22T13:15:00,2025-10-22T13:16:00,45,46,1,0.533
R3_20251022_1300,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS124,50,15,2025-10-22T13:00:00,2025-10-22T13:00:00,2025-10-22T13:45:00,2025-10-22T13:51:00,45,51,6,0.3
R3_20251022_1335,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS114,55,16,2025-10-22T13:35:00,2025-10-22T13:35:00,2025-10-22T14:20:00,2025-10-22T14:26:00,45,51,6,0.291
R3_20251022_1400,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS120,55,11,2025-10-22T14:00:00,2025-10-22T14:03:00,2025-10-22T14:45:00,2025-10-22T14:47:00,45,46,2,0.2
R3_20251022_1435,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS122,50,24,2025-10-22T14:35:00,2025-10-22T14:35:00,2025-10-22T15:20:00,2025-10-22T15:25:00,45,46,5,0.48
R3_20251022_1510,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS123,55,14,2025-10-22T15:10:00,2025-10-22T15:14:00,2025-10-22T15:55:00,2025-10-22T16:03:00,45,48,8,0.255
R3_20251022_1545,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS123,55,22,2025-10-22T15:45:00,2025-10-22T15:45:00,2025-10-22T16:30:00,2025-10-22T16:32:00,45,47,2,0.4
R3_20251022_1610,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS117,45,12,2025-10-22T16:10:00,2025-10-22T16:12:00,2025-10-22T16:55:00,2025-10-22T16:58:00,45,48,3,0.267
R3_20251022_1635,10/22/2025,R3,Colombo ⇄ Moratuwa,BUS109,45,11,2025-10-22T16:35:00,2025-10-22T16:39:00,2025-10-22T17:20:00,2025-10-22T17:23:00,45,48,3,0.244
